"";"x"
"ENSG00000166685";1
"ENSG00000135775";0
"ENSG00000136152";1
"ENSG00000103051";1
"ENSG00000164597";1
"ENSG00000133103";1
"ENSG00000168434";0
"ENSG00000121058";0
"ENSG00000123500";0
"ENSG00000060718";0
"ENSG00000204248";1
"ENSG00000111799";0
"ENSG00000197467";0
"ENSG00000187955";0
"ENSG00000204291";1
"ENSG00000084636";1
"ENSG00000065618";0
"ENSG00000182871";1
"ENSG00000108821";0
"ENSG00000164692";0
"ENSG00000124749";1
"ENSG00000169436";0
"ENSG00000050767";0
"ENSG00000171502";0
"ENSG00000188517";0
"ENSG00000196739";0
"ENSG00000215018";0
"ENSG00000139219";1
"ENSG00000168542";0
"ENSG00000187498";1
"ENSG00000134871";1
"ENSG00000113163";0
"ENSG00000169031";0
"ENSG00000081052";0,24
"ENSG00000188153";1
"ENSG00000197565";0
"ENSG00000130635";0
"ENSG00000204262";0
"ENSG00000080573";1
"ENSG00000142156";1
"ENSG00000142173";1
"ENSG00000163359";0
"ENSG00000206384";0
"ENSG00000114270";0
"ENSG00000144810";0
"ENSG00000171812";1
"ENSG00000049089";1
"ENSG00000092758";1
"ENSG00000184374";0
"ENSG00000118004";1
"ENSG00000158270";1
"ENSG00000206561";1
"ENSG00000145781";0
"ENSG00000173163";1
"ENSG00000114744";1
"ENSG00000148444";0
"ENSG00000140365";0
"ENSG00000170619";0
"ENSG00000188243";0
"ENSG00000149600";0
"ENSG00000169019";0
"ENSG00000110442";1
"ENSG00000105664";0
"ENSG00000165644";0
"ENSG00000093010";1
"ENSG00000122218";0
"ENSG00000129083";0
"ENSG00000184432";0
"ENSG00000105669";0
"ENSG00000158623";1
"ENSG00000181789";0
"ENSG00000166200";0
"ENSG00000141030";1
"ENSG00000138663";1
"ENSG00000121022";0
"ENSG00000168090";0
"ENSG00000111652";0
"ENSG00000144524";1
"ENSG00000198612";0
"ENSG00000111481";0
"ENSG00000005243";1
"ENSG00000135469";0,21
"ENSG00000115520";1
"ENSG00000173085";0
"ENSG00000132423";1
"ENSG00000167113";1
"ENSG00000110871";1
"ENSG00000119723";1
"ENSG00000167186";1
"ENSG00000088682";1
"ENSG00000145244";0
"ENSG00000102879";1
"ENSG00000172725";0
"ENSG00000110880";0
"ENSG00000106789";0
"ENSG00000103647";0
"ENSG00000167549";1
"ENSG00000262246";0
"ENSG00000241563";1
"ENSG00000103187";1
"ENSG00000006695";1
"ENSG00000166260";1
"ENSG00000014919";1
"ENSG00000133983";0
"ENSG00000138495";0
"ENSG00000163626";0,04
"ENSG00000240230";1
"ENSG00000131143";0
"ENSG00000131055";1
"ENSG00000131148";0
"ENSG00000178741";0
"ENSG00000135940";0,06
"ENSG00000111775";0
"ENSG00000126267";0
"ENSG00000160471";0,18
"ENSG00000164919";0
"ENSG00000161281";0
"ENSG00000115944";1
"ENSG00000112695";0
"ENSG00000131174";0
"ENSG00000127184";1
"ENSG00000176340";0
"ENSG00000103540";1
"ENSG00000163751";1
"ENSG00000128510";1
"ENSG00000160111";0
"ENSG00000153002";1
"ENSG00000108582";1
"ENSG00000214575";0
"ENSG00000137449";1
"ENSG00000107864";0
"ENSG00000113742";1
"ENSG00000109472";0
"ENSG00000168993";1
"ENSG00000135678";0
"ENSG00000214078";0,27
"ENSG00000140848";0
"ENSG00000085719";0,23
"ENSG00000124772";1
"ENSG00000178773";0
"ENSG00000139117";0
"ENSG00000080819";1
"ENSG00000103381";1
"ENSG00000021826";0
"ENSG00000071894";1
"ENSG00000165934";0
"ENSG00000127054";1
"ENSG00000119203";0
"ENSG00000160917";1
"ENSG00000111605";1
"ENSG00000149532";0,02
"ENSG00000110090";1
"ENSG00000205560";1
"ENSG00000169169";1
"ENSG00000157184";0,02
"ENSG00000106066";1
"ENSG00000088882";1
"ENSG00000121898";0
"ENSG00000109625";1
"ENSG00000047457";1
"ENSG00000203710";0
"ENSG00000166426";0
"ENSG00000143320";0
"ENSG00000169372";1
"ENSG00000007545";1
"ENSG00000095321";1
"ENSG00000148204";0
"ENSG00000130545";0
"ENSG00000113851";0
"ENSG00000241258";0
"ENSG00000118260";0
"ENSG00000157613";0
"ENSG00000182158";1
"ENSG00000143578";0
"ENSG00000107175";0,94
"ENSG00000146592";0
"ENSG00000005339";1
"ENSG00000111269";0
"ENSG00000137504";1
"ENSG00000143162";0
"ENSG00000163703";1
"ENSG00000184164";0
"ENSG00000095794";1
"ENSG00000145708";0
"ENSG00000120088";0
"ENSG00000150938";0
"ENSG00000213145";0
"ENSG00000182809";1
"ENSG00000119878";1
"ENSG00000096006";1
"ENSG00000121005";0
"ENSG00000103196";1
"ENSG00000099942";1
"ENSG00000167193";0
"ENSG00000006016";1
"ENSG00000176390";1
"ENSG00000088766";1
"ENSG00000072832";1
"ENSG00000101343";0
"ENSG00000058453";1
"ENSG00000005469";1
"ENSG00000095713";0
"ENSG00000109943";0
"ENSG00000170275";0
"ENSG00000105662";0,06
"ENSG00000160741";1
"ENSG00000140577";0
"ENSG00000008405";1
"ENSG00000121671";0
"ENSG00000109846";0
"ENSG00000100122";0,39
"ENSG00000244752";1
"ENSG00000080200";0
"ENSG00000127377";1
"ENSG00000213139";1
"ENSG00000165475";1
"ENSG00000103316";1
"ENSG00000205758";0
"ENSG00000116791";1
"ENSG00000139631";0
"ENSG00000060138";0
"ENSG00000172346";1
"ENSG00000009307";0
"ENSG00000124207";0
"ENSG00000182578";1
"ENSG00000184371";0
"ENSG00000198223";1
"ENSG00000100368";1
"ENSG00000119535";1
"ENSG00000147408";0
"ENSG00000169826";0
"ENSG00000103653";0
"ENSG00000183117";0
"ENSG00000121904";0
"ENSG00000180138";1
"ENSG00000113712";1
"ENSG00000141551";1
"ENSG00000213923";0
"ENSG00000169118";0
"ENSG00000133275";1
"ENSG00000151292";1
"ENSG00000101266";0
"ENSG00000070770";0
"ENSG00000204435";0
"ENSG00000173546";1
"ENSG00000114646";0
"ENSG00000104218";1
"ENSG00000144655";0
"ENSG00000110925";0
"ENSG00000178662";0
"ENSG00000159176";0
"ENSG00000149474";1
"ENSG00000175183";0
"ENSG00000101439";1
"ENSG00000175315";0
"ENSG00000077984";0,13
"ENSG00000121552";0,55
"ENSG00000160213";0,24
"ENSG00000101138";0
"ENSG00000177613";1
"ENSG00000101811";0
"ENSG00000176102";0
"ENSG00000062485";1
"ENSG00000212710";0
"ENSG00000150527";0
"ENSG00000159692";1
"ENSG00000175029";1
"ENSG00000117151";1
"ENSG00000124092";0
"ENSG00000102974";1
"ENSG00000060069";1
"ENSG00000175215";0
"ENSG00000137770";1
"ENSG00000144677";0
"ENSG00000150281";0
"ENSG00000118523";1
"ENSG00000164932";0
"ENSG00000116761";1
"ENSG00000163599";0,06
"ENSG00000044115";1
"ENSG00000119326";0
"ENSG00000168036";1
"ENSG00000178585";1
"ENSG00000132792";0,03
"ENSG00000198561";1
"ENSG00000169862";1
"ENSG00000040531";1
"ENSG00000047230";0
"ENSG00000171793";0
"ENSG00000198730";1
"ENSG00000141086";1
"ENSG00000064601";0
"ENSG00000164733";0
"ENSG00000109861";1
"ENSG00000117984";0
"ENSG00000174080";0,01
"ENSG00000100448";0
"ENSG00000103811";1
"ENSG00000143387";1
"ENSG00000135047";1
"ENSG00000136943";1
"ENSG00000256043";0
"ENSG00000163131";1
"ENSG00000172543";1
"ENSG00000101160";1
"ENSG00000143079";0,14
"ENSG00000077063";0
"ENSG00000085733";0,05
"ENSG00000142544";0
"ENSG00000174177";1
"ENSG00000178531";0
"ENSG00000107611";0
"ENSG00000180891";0
"ENSG00000107874";1
"ENSG00000055130";1
"ENSG00000108094";0
"ENSG00000036257";1
"ENSG00000139842";0
"ENSG00000158290";1
"ENSG00000166266";1
"ENSG00000044090";1
"ENSG00000112659";1
"ENSG00000112514";0
"ENSG00000119929";0
"ENSG00000257923";1
"ENSG00000111249";0,19
"ENSG00000138161";1
"ENSG00000150316";1
"ENSG00000163510";0
"ENSG00000273559";1
"ENSG00000153015";1
"ENSG00000095485";1
"ENSG00000152404";0
"ENSG00000006210";0
"ENSG00000168329";0
"ENSG00000154639";1
"ENSG00000169245";0
"ENSG00000169248";0
"ENSG00000107562";0
"ENSG00000156234";0
"ENSG00000145824";0
"ENSG00000161921";1
"ENSG00000189377";1
"ENSG00000163739";0
"ENSG00000081041";0
"ENSG00000138755";0
"ENSG00000163464";1
"ENSG00000180871";0
"ENSG00000186810";0
"ENSG00000121966";0
"ENSG00000160683";0
"ENSG00000172215";1
"ENSG00000144476";0
"ENSG00000154832";1
"ENSG00000168772";1
"ENSG00000171604";0
"ENSG00000120280";0,2
"ENSG00000173681";1
"ENSG00000102390";0,02
"ENSG00000147113";0
"ENSG00000185753";1
"ENSG00000197620";0
"ENSG00000197021";0
"ENSG00000018610";1
"ENSG00000147231";0,03
"ENSG00000174151";0
"ENSG00000114395";0
"ENSG00000008283";0
"ENSG00000166347";1
"ENSG00000103018";1
"ENSG00000182224";1
"ENSG00000167740";0,02
"ENSG00000159348";0
"ENSG00000166394";1
"ENSG00000100243";0
"ENSG00000065615";0
"ENSG00000215883";1
"ENSG00000162144";1
"ENSG00000051523";1
"ENSG00000165168";1
"ENSG00000071967";0
"ENSG00000179091";0
"ENSG00000172115";0
"ENSG00000273749";0,16
"ENSG00000055163";0,32
"ENSG00000161544";0
"ENSG00000187954";0
"ENSG00000083799";1
"ENSG00000140459";0
"ENSG00000137869";1
"ENSG00000138061";1
"ENSG00000119004";0
"ENSG00000231852";1
"ENSG00000095596";1
"ENSG00000003137";0
"ENSG00000135929";1
"ENSG00000111012";0
"ENSG00000186684";1
"ENSG00000100197";1
"ENSG00000205702";1
"ENSG00000130649";1
"ENSG00000134716";1
"ENSG00000186104";1
"ENSG00000167600";0
"ENSG00000155016";0
"ENSG00000146233";0
"ENSG00000106258";0
"ENSG00000036530";0
"ENSG00000142973";1
"ENSG00000171903";1
"ENSG00000186204";0
"ENSG00000171954";0
"ENSG00000145476";0,26
"ENSG00000186377";1
"ENSG00000001630";0,36
"ENSG00000172817";0
"ENSG00000142871";0
"ENSG00000205795";1
"ENSG00000173198";1
"ENSG00000152207";1
"ENSG00000108669";1
"ENSG00000105443";1
"ENSG00000008256";0
"ENSG00000100055";1
"ENSG00000115165";1
"ENSG00000170891";0
"ENSG00000100014";1
"ENSG00000128487";0
"ENSG00000166265";0
"ENSG00000180902";1
"ENSG00000168824";0
"ENSG00000100592";1
"ENSG00000146122";0
"ENSG00000136848";0
"ENSG00000153071";0
"ENSG00000276644";1
"ENSG00000165617";0,07
"ENSG00000164488";0
"ENSG00000197380";1
"ENSG00000129562";0
"ENSG00000173402";1
"ENSG00000134780";1
"ENSG00000164535";0
"ENSG00000149476";0,07
"ENSG00000178149";1
"ENSG00000132676";0
"ENSG00000196730";1
"ENSG00000035664";0
"ENSG00000167657";0
"ENSG00000070190";0,33
"ENSG00000112977";0
"ENSG00000213088";0
"ENSG00000117593";0
"ENSG00000115866";0,19
"ENSG00000204209";0
"ENSG00000071626";0
"ENSG00000183283";1
"ENSG00000078725";0
"ENSG00000161692";0
"ENSG00000006634";0
"ENSG00000155368";1
"ENSG00000113758";1
"ENSG00000003249";0
"ENSG00000244274";1
"ENSG00000136279";1
"ENSG00000105516";1
"ENSG00000138231";0
"ENSG00000122741";0
"ENSG00000100897";1
"ENSG00000198876";0
"ENSG00000164934";0
"ENSG00000132017";1
"ENSG00000163257";1
"ENSG00000115827";1
"ENSG00000182308";0
"ENSG00000119599";1
"ENSG00000139990";0,11
"ENSG00000143164";1
"ENSG00000136485";0
"ENSG00000132716";1
"ENSG00000172992";0
"ENSG00000164465";0
"ENSG00000057019";0
"ENSG00000146038";0
"ENSG00000166341";0
"ENSG00000167969";0
"ENSG00000156136";0
"ENSG00000133083";0,07
"ENSG00000170390";1
"ENSG00000163673";0
"ENSG00000198924";0
"ENSG00000118655";0
"ENSG00000152457";1
"ENSG00000011465";0
"ENSG00000272886";0
"ENSG00000151065";1
"ENSG00000172795";1
"ENSG00000110063";0
"ENSG00000163354";1
"ENSG00000129187";1
"ENSG00000204843";1
"ENSG00000175203";1
"ENSG00000137100";1
"ENSG00000132912";1
"ENSG00000166847";0
"ENSG00000104671";0,12
"ENSG00000179958";0
"ENSG00000043093";0
"ENSG00000150401";1
"ENSG00000188215";0
"ENSG00000109184";0
"ENSG00000137692";0
"ENSG00000169738";0,41
"ENSG00000130311";0,85
"ENSG00000153904";1
"ENSG00000213722";1
"ENSG00000167986";0,42
"ENSG00000134574";0
"ENSG00000100523";1
"ENSG00000085788";1
"ENSG00000197312";1
"ENSG00000175197";1
"ENSG00000145358";0
"ENSG00000168209";1
"ENSG00000181418";0
"ENSG00000244038";0
"ENSG00000204580";0
"ENSG00000162733";0
"ENSG00000198171";0
"ENSG00000275758";1
"ENSG00000099977";1
"ENSG00000178105";1
"ENSG00000013573";1
"ENSG00000100201";0
"ENSG00000088205";1
"ENSG00000168872";0
"ENSG00000157349";0,73
"ENSG00000079785";1
"ENSG00000064703";1
"ENSG00000165732";1
"ENSG00000174243";0
"ENSG00000089737";0
"ENSG00000165359";0
"ENSG00000124228";0
"ENSG00000182810";1
"ENSG00000125485";1
"ENSG00000123136";0
"ENSG00000215301";0
"ENSG00000183258";0
"ENSG00000198231";1
"ENSG00000080007";1
"ENSG00000145833";1
"ENSG00000213782";1
"ENSG00000105671";0
"ENSG00000107625";0,02
"ENSG00000185163";1
"ENSG00000278053";0,14
"ENSG00000123064";1
"ENSG00000111364";1
"ENSG00000136271";0
"ENSG00000107201";0
"ENSG00000118197";1
"ENSG00000108654";1
"ENSG00000181381";1
"ENSG00000137628";0,04
"ENSG00000110367";1
"ENSG00000177030";1
"ENSG00000104325";1
"ENSG00000242612";0
"ENSG00000160570";0
"ENSG00000158796";0
"ENSG00000140995";0
"ENSG00000164825";0
"ENSG00000143753";1
"ENSG00000168350";0
"ENSG00000124795";1
"ENSG00000164002";0
"ENSG00000119522";1
"ENSG00000213047";1
"ENSG00000205744";0
"ENSG00000146966";0
"ENSG00000175984";0
"ENSG00000162777";0
"ENSG00000105339";0,02
"ENSG00000174485";1
"ENSG00000198837";1
"ENSG00000137145";0
"ENSG00000184014";0
"ENSG00000170456";0
"ENSG00000139726";0
"ENSG00000035499";0
"ENSG00000024526";0
"ENSG00000100150";1
"ENSG00000155792";0
"ENSG00000121690";0
"ENSG00000023697";1
"ENSG00000136986";0
"ENSG00000072849";0,78
"ENSG00000099958";1
"ENSG00000175084";0
"ENSG00000140543";0,7
"ENSG00000182108";1
"ENSG00000160049";1
"ENSG00000169598";1
"ENSG00000105928";0
"ENSG00000095397";1
"ENSG00000204311";0
"ENSG00000185000";1
"ENSG00000062282";0
"ENSG00000100056";1
"ENSG00000070413";1
"ENSG00000128185";1
"ENSG00000183628";1
"ENSG00000128191";1
"ENSG00000065357";1
"ENSG00000077044";1
"ENSG00000153933";1
"ENSG00000058866";1
"ENSG00000102780";1
"ENSG00000157680";1
"ENSG00000145214";0
"ENSG00000149091";1
"ENSG00000114956";0
"ENSG00000116133";0,24
"ENSG00000172893";0
"ENSG00000117682";0
"ENSG00000104808";0
"ENSG00000241935";0
"ENSG00000178700";1
"ENSG00000228716";0
"ENSG00000139549";1
"ENSG00000102967";1
"ENSG00000095059";0,09
"ENSG00000278535";1
"ENSG00000102796";0
"ENSG00000167536";0
"ENSG00000157379";1
"ENSG00000100867";1
"ENSG00000162496";0
"ENSG00000187630";1
"ENSG00000109016";1
"ENSG00000073737";1
"ENSG00000169084";0
"ENSG00000181192";0
"ENSG00000109606";0,65
"ENSG00000204560";1
"ENSG00000067248";1
"ENSG00000132153";1
"ENSG00000089876";1
"ENSG00000005100";1
"ENSG00000134815";0
"ENSG00000101452";1
"ENSG00000174953";1
"ENSG00000150990";0
"ENSG00000140829";0
"ENSG00000108406";1
"ENSG00000163214";1
"ENSG00000108771";0
"ENSG00000067596";1
"ENSG00000135829";0
"ENSG00000184047";0
"ENSG00000131504";0,86
"ENSG00000147202";0
"ENSG00000139734";0
"ENSG00000100697";0,78
"ENSG00000101191";1
"ENSG00000086189";0
"ENSG00000211452";0
"ENSG00000211448";0,03
"ENSG00000197406";0,11
"ENSG00000160305";1
"ENSG00000066084";1
"ENSG00000151240";0
"ENSG00000176490";1
"ENSG00000165023";0
"ENSG00000162595";0
"ENSG00000138463";0
"ENSG00000144535";1
"ENSG00000166938";1
"ENSG00000083520";1
"ENSG00000162946";0
"ENSG00000154309";1
"ENSG00000140323";0
"ENSG00000150764";0
"ENSG00000130826";0
"ENSG00000188211";0
"ENSG00000254470";1
"ENSG00000107984";1
"ENSG00000155011";1
"ENSG00000050165";0
"ENSG00000150768";1
"ENSG00000164741";0
"ENSG00000091140";1
"ENSG00000008226";0
"ENSG00000176124";0
"ENSG00000186047";0,06
"ENSG00000075711";1
"ENSG00000150672";0
"ENSG00000082458";0
"ENSG00000132535";1
"ENSG00000274429";1
"ENSG00000170579";0,22
"ENSG00000274161";0
"ENSG00000116544";1
"ENSG00000080845";0,92
"ENSG00000126787";0
"ENSG00000171462";0
"ENSG00000198719";0
"ENSG00000128917";0
"ENSG00000119689";0
"ENSG00000064195";0,07
"ENSG00000108813";0
"ENSG00000105880";0
"ENSG00000178028";1
"ENSG00000100206";1
"ENSG00000198947";0
"ENSG00000132837";0
"ENSG00000161249";0,44
"ENSG00000104936";1
"ENSG00000173253";0
"ENSG00000064218";1
"ENSG00000176399";0
"ENSG00000135164";0
"ENSG00000185800";1
"ENSG00000172869";0
"ENSG00000104093";1
"ENSG00000138346";0
"ENSG00000197653";0
"ENSG00000105877";1
"ENSG00000174844";1
"ENSG00000185842";0
"ENSG00000187775";1
"ENSG00000114841";0
"ENSG00000183914";1
"ENSG00000039139";1
"ENSG00000115423";0
"ENSG00000118997";1
"ENSG00000007174";0
"ENSG00000122735";1
"ENSG00000086061";0
"ENSG00000069345";1
"ENSG00000103423";0
"ENSG00000140403";0
"ENSG00000090520";0
"ENSG00000148719";1
"ENSG00000164031";1
"ENSG00000132002";1
"ENSG00000135924";1
"ENSG00000162616";0
"ENSG00000137094";1
"ENSG00000105993";1
"ENSG00000128590";1
"ENSG00000077232";0
"ENSG00000007923";1
"ENSG00000108176";0,11
"ENSG00000138246";1
"ENSG00000135392";0
"ENSG00000120675";1
"ENSG00000116138";1
"ENSG00000104129";1
"ENSG00000170464";0
"ENSG00000205981";0
"ENSG00000136770";0
"ENSG00000168724";0,78
"ENSG00000178401";0
"ENSG00000170946";1
"ENSG00000059769";1
"ENSG00000115137";0
"ENSG00000177692";1
"ENSG00000105821";0
"ENSG00000176410";1
"ENSG00000102580";1
"ENSG00000110011";1
"ENSG00000147570";0
"ENSG00000101152";1
"ENSG00000116675";1
"ENSG00000168259";0
"ENSG00000126698";1
"ENSG00000213551";0
"ENSG00000119661";1
"ENSG00000100246";0
"ENSG00000013563";0,21
"ENSG00000167968";0
"ENSG00000163687";0
"ENSG00000213918";0
"ENSG00000105612";0
"ENSG00000256453";0
"ENSG00000187957";0
"ENSG00000179532";0
"ENSG00000213221";0
"ENSG00000087470";1
"ENSG00000106976";1
"ENSG00000079805";0
"ENSG00000197959";0,02
"ENSG00000107554";0,06
"ENSG00000130816";0
"ENSG00000119772";0
"ENSG00000088305";0
"ENSG00000123992";0
"ENSG00000101457";0
"ENSG00000067334";1
"ENSG00000149927";1
"ENSG00000272636";0
"ENSG00000135905";1
"ENSG00000147251";0
"ENSG00000150760";0
"ENSG00000134516";1
"ENSG00000088538";1
"ENSG00000147459";1
"ENSG00000116641";0,03
"ENSG00000107099";0
"ENSG00000088387";0
"ENSG00000129932";0
"ENSG00000115325";1
"ENSG00000147443";1
"ENSG00000146094";0
"ENSG00000125170";0
"ENSG00000101134";0
"ENSG00000206052";1
"ENSG00000175920";0,19
"ENSG00000175283";0
"ENSG00000167130";0
"ENSG00000204348";1
"ENSG00000159147";0
"ENSG00000083097";0
"ENSG00000142197";0
"ENSG00000104885";1
"ENSG00000172269";0
"ENSG00000166171";0
"ENSG00000015413";0
"ENSG00000167261";1
"ENSG00000133884";1
"ENSG00000205683";1
"ENSG00000108963";0,02
"ENSG00000132768";0
"ENSG00000154813";1
"ENSG00000117543";1
"ENSG00000136908";0
"ENSG00000179085";0,03
"ENSG00000254986";0
"ENSG00000197635";0
"ENSG00000130226";0
"ENSG00000074603";1
"ENSG00000142002";0
"ENSG00000143196";0
"ENSG00000173852";1
"ENSG00000177990";0
"ENSG00000178904";1
"ENSG00000156162";1
"ENSG00000162961";0
"ENSG00000188641";0
"ENSG00000092964";0
"ENSG00000113657";1
"ENSG00000151640";1
"ENSG00000117505";0,44
"ENSG00000136048";1
"ENSG00000156171";1
"ENSG00000175550";0
"ENSG00000149295";0
"ENSG00000185721";1
"ENSG00000108591";1
"ENSG00000102385";0
"ENSG00000134765";0
"ENSG00000134755";0,22
"ENSG00000134762";0
"ENSG00000177103";1
"ENSG00000136982";0
"ENSG00000157538";1
"ENSG00000183145";0
"ENSG00000171451";0
"ENSG00000111817";0
"ENSG00000046604";0,11
"ENSG00000134757";0
"ENSG00000149636";0
"ENSG00000096696";1
"ENSG00000125868";1
"ENSG00000133059";1
"ENSG00000151914";0
"ENSG00000125821";1
"ENSG00000143476";0
"ENSG00000134769";0
"ENSG00000047579";0
"ENSG00000138101";1
"ENSG00000104047";0
"ENSG00000169570";1
"ENSG00000135144";0
"ENSG00000091073";0
"ENSG00000163840";0
"ENSG00000178498";1
"ENSG00000110042";0
"ENSG00000168393";0
"ENSG00000175826";1
"ENSG00000137857";1
"ENSG00000140279";0
"ENSG00000140254";1
"ENSG00000169718";0
"ENSG00000167264";0
"ENSG00000141994";1
"ENSG00000105865";0
"ENSG00000143507";1
"ENSG00000144048";1
"ENSG00000081721";0
"ENSG00000276023";1
"ENSG00000149599";1
"ENSG00000111266";1
"ENSG00000167065";1
"ENSG00000162999";0,2
"ENSG00000120129";0
"ENSG00000112679";0
"ENSG00000158716";0,03
"ENSG00000198842";1
"ENSG00000188542";0
"ENSG00000158050";1
"ENSG00000108861";0
"ENSG00000120875";1
"ENSG00000138166";1
"ENSG00000139318";0
"ENSG00000164086";0
"ENSG00000184545";1
"ENSG00000128951";1
"ENSG00000107404";1
"ENSG00000004975";0
"ENSG00000161202";0
"ENSG00000133665";1
"ENSG00000141627";1
"ENSG00000197102";1
"ENSG00000158560";0
"ENSG00000077380";1
"ENSG00000144635";0
"ENSG00000135720";0
"ENSG00000187240";0
"ENSG00000138036";1
"ENSG00000088986";0
"ENSG00000264364";1
"ENSG00000125971";0
"ENSG00000168589";1
"ENSG00000146425";0
"ENSG00000165169";0,1
"ENSG00000157540";1
"ENSG00000105204";0,28
"ENSG00000127334";0
"ENSG00000143479";0
"ENSG00000010219";1
"ENSG00000135636";1
"ENSG00000256061";0
"ENSG00000158163";0
"ENSG00000134874";0
"ENSG00000198919";1
"ENSG00000101412";0
"ENSG00000007968";0
"ENSG00000112242";0
"ENSG00000205250";1
"ENSG00000133740";0
"ENSG00000169016";1
"ENSG00000165891";0
"ENSG00000129173";0
"ENSG00000167967";0
"ENSG00000144597";0
"ENSG00000145088";0
"ENSG00000129518";1
"ENSG00000103356";0
"ENSG00000147654";0,45
"ENSG00000164330";0
"ENSG00000221818";0
"ENSG00000108001";0
"ENSG00000088881";1
"ENSG00000105246";1
"ENSG00000117395";0
"ENSG00000123179";1
"ENSG00000147155";0
"ENSG00000122882";0,68
"ENSG00000117298";0
"ENSG00000145194";0
"ENSG00000171551";1
"ENSG00000104823";0,42
"ENSG00000093144";0
"ENSG00000121310";0
"ENSG00000134463";0
"ENSG00000127884";1
"ENSG00000143369";0
"ENSG00000106823";0
"ENSG00000249751";0
"ENSG00000130159";1
"ENSG00000203734";1
"ENSG00000114346";0
"ENSG00000131080";0
"ENSG00000186197";1
"ENSG00000158813";0
"ENSG00000179151";1
"ENSG00000038358";1
"ENSG00000134109";1
"ENSG00000088298";0
"ENSG00000116406";0
"ENSG00000107223";1
"ENSG00000164176";1
"ENSG00000078401";0
"ENSG00000127129";0
"ENSG00000151617";1
"ENSG00000136160";0
"ENSG00000102189";0
"ENSG00000074266";1
"ENSG00000156508";0
"ENSG00000101210";0
"ENSG00000114942";0
"ENSG00000104529";1
"ENSG00000124802";0
"ENSG00000254772";0
"ENSG00000103319";0
"ENSG00000167658";0
"ENSG00000132394";1
"ENSG00000122547";0
"ENSG00000185055";0
"ENSG00000034239";0
"ENSG00000203666";1
"ENSG00000177685";1
"ENSG00000130038";1
"ENSG00000176927";1
"ENSG00000186976";1
"ENSG00000203965";1
"ENSG00000115380";0
"ENSG00000172638";0,06
"ENSG00000165487";1
"ENSG00000155970";0
"ENSG00000163576";1
"ENSG00000096093";1
"ENSG00000183690";1
"ENSG00000115468";1
"ENSG00000142634";0,36
"ENSG00000169242";0
"ENSG00000143590";0
"ENSG00000243364";0
"ENSG00000184349";0
"ENSG00000090776";0
"ENSG00000125266";0
"ENSG00000108947";0
"ENSG00000132294";0
"ENSG00000084710";0
"ENSG00000100842";0,29
"ENSG00000140598";0
"ENSG00000108883";0
"ENSG00000198759";1
"ENSG00000172889";0
"ENSG00000241404";0
"ENSG00000164318";0
"ENSG00000146648";0
"ENSG00000138798";0
"ENSG00000135766";1
"ENSG00000269858";1
"ENSG00000129521";0
"ENSG00000120738";0
"ENSG00000122877";0
"ENSG00000179388";0
"ENSG00000173442";1
"ENSG00000115504";0
"ENSG00000110047";1
"ENSG00000024422";0
"ENSG00000013016";0
"ENSG00000103966";1
"ENSG00000135373";0,07
"ENSG00000113790";0
"ENSG00000181090";1
"ENSG00000206376";0,01
"ENSG00000149547";1
"ENSG00000255302";0
"ENSG00000176401";1
"ENSG00000176396";0,36
"ENSG00000255150";1
"ENSG00000175376";0
"ENSG00000173674";0,02
"ENSG00000114784";0
"ENSG00000173812";0
"ENSG00000086232";0
"ENSG00000055332";0
"ENSG00000172071";0
"ENSG00000128829";1
"ENSG00000144895";0
"ENSG00000111361";1
"ENSG00000119718";0
"ENSG00000070785";1
"ENSG00000115211";1
"ENSG00000145191";0
"ENSG00000092847";1
"ENSG00000123908";0,02
"ENSG00000126070";1
"ENSG00000134698";0
"ENSG00000134001";0,67
"ENSG00000125977";0
"ENSG00000130741";1
"ENSG00000107581";1
"ENSG00000106263";1
"ENSG00000205609";1
"ENSG00000184110";0,23
"ENSG00000100353";0
"ENSG00000104408";0,02
"ENSG00000175390";0
"ENSG00000130811";1
"ENSG00000147677";0,39
"ENSG00000084623";1
"ENSG00000104131";1
"ENSG00000178982";0,2
"ENSG00000100129";0
"ENSG00000149100";1
"ENSG00000161960";1
"ENSG00000156976";0
"ENSG00000141543";0
"ENSG00000063046";0
"ENSG00000135930";0
"ENSG00000163412";0
"ENSG00000187840";0
"ENSG00000148730";0
"ENSG00000243056";1
"ENSG00000184708";1
"ENSG00000151247";0
"ENSG00000114867";0
"ENSG00000110321";0,18
"ENSG00000075151";0,23
"ENSG00000106682";1
"ENSG00000163577";1
"ENSG00000253626";0
"ENSG00000132507";0
"ENSG00000158417";0
"ENSG00000100664";1
"ENSG00000242372";0
"ENSG00000141642";0
"ENSG00000006744";1
"ENSG00000066044";0
"ENSG00000107105";0
"ENSG00000120690";1
"ENSG00000109381";0,18
"ENSG00000163435";1
"ENSG00000102034";0
"ENSG00000135374";0
"ENSG00000225968";0
"ENSG00000166897";1
"ENSG00000126767";0
"ENSG00000111145";0,04
"ENSG00000158711";1
"ENSG00000118985";1
"ENSG00000128886";0
"ENSG00000105656";1
"ENSG00000155849";0,23
"ENSG00000062598";0
"ENSG00000102890";1
"ENSG00000110675";1
"ENSG00000179387";0
"ENSG00000115459";0
"ENSG00000049540";1
"ENSG00000130165";0
"ENSG00000066322";0
"ENSG00000197977";1
